sorpresa,tristeza,felicidad,enojo,miedo,asco,alegría,triste,disgusto,asombro,enfado,neutral,feliz,alegria,confusión,molesto,alegre,incredulidad,none,sorprendido,seriedad,misterio,ira,molestia,molesta,dolor,tranquilidad,sorprendida,duda,preocupación,desagrado,contento,juego,contenta,desaprobación,diversión,rabia,rechazo,enojado,atento,emoción,decepción,indiferencia,asustado,shock,temor,llanto,enojada,llorando,negación,coraje,pena,aburrimiento,mueca,interés,calma,incertidumbre,serio,atención,burla,confundido,asombrado,serenidad,frustración,atenta,susto,concentrado,concentración,intriga,desacuerdo,fastidio,asustada,desprecio,asombrada,agresividad,broma,seguridad,incomodo,desesperación,sospecha,atentividad,sonreida,terror,desolación,apacible,risueña,confundida,desconsolado,desconfianza,euforia,bravo,pensativo,sereno,concentrada,emocionado,inexpresivo,incomodidad,seducción,divertido,descepción,complicidad,ingenua,dudas,berrinche,divertida,chistoso,repulsión,sorna,aprobación,preocupacion,hostilidad,confusion,seria,aburrido,desilusionado,brava,incomoda,locura,repudio,emocionada,cansancio,pendiente,evaluación,desconcierto,abatido,odio,desconsolada,tranquila,suspicaz,furia,optimista,gracioso,jovial,sueño,discutiendo,gritando,pesar,protesta,extrañado,deprimido,tranquilo,sufrimiento,hartazgo,distraído,sarcasmo,hambre,satisfacción,atemorizado,picardia,horrorizada,inocente,orgullo,soprendida,impactado,irritado,pensativa,placer,malestar,decepcionado,neutralidad,distraída,ironía,sopresa,sonreido,afligida,horrorizado,melancolía,atemorizada,rencor,risueño,resignación,desafiante,inconformidad,angustia,dudoso,deprimida,aburrida,desagradable,afligido,confianza,desilusionada,estupor,jocosa,irritable,travesura,verguenza,desinteres,curiosidad,incredulo,lamento,rabiosa,jocoso,graciosa,decepcion,chistosa,asqueado,desconsuelo,desilusión,impresionada,bromista,traviesa,impotencia,manía,resentimiento,pensamiento,intimidante,bochorno,desinterés,pánico,complacencia,amabilidad,atencion,esperanza,apatía,enfurecida,coqueta,sonrisa,sonriente,desolado,apatico,espontanea,amor,burlona,inconsolable,cansada,intimidada,lloroso,desencantado,aterrorizado,abandonado,inquieto,reflexión,simpatico,amenazante,inocencia,distracción,furioso,angustiado,desilución,ironico,ilusión,cordialidad,impresión,trance,desorientación,determinación,incomprensión,contención,pacifico,angustiada,culpa,llora,culpable,comodidad,indecisión,exhibicionismo,descontento,repulsíon,desencantada,agrado,atonito,desconfiado,confución,sensualidad,ansiedad,jubilo,arrepentimiento,espanto,confuso,admiracion,insolente,fanfarrón,desorientado,atonita,impactada,audaz,aterrorizada,anhelo,calmado,pedante,antojo,boquiabierta,soledad,irritación,desconcertada,aversión,nostalgia,miedoso,expectativa,histeria,falsedad,picaro,cansado,extrañeza,acidez,traición,irritada,travieso,extasis,disgustada,emocion,preocupado,concentracion,observadora,percatarse,directa,disconformidad,risa,reflexiva,profunda,burlón,sensual,delicioso,repulsion,vanidosa,gruñon,consentida,cobarde,candido,ingenuo,ironica,placentera,candida,sencilla,gozo,segura,rabioso,llorosa,solitario,temerosa,repugnancia,mimada,extrovertido,horrible,distante,maloliente,fastidiado,decepcionada,indiferente,incognita,retadora,furiosa,repugnante,diversion,inquietud,trsiteza,malicioso,complacido,seguro,enfurecido,reclamación,esperando,incredula,disfrute,deseo,escepticismo,picardía,alerta,soprendido,desconcertado,interes,jugueteo,ironia,despresio,desapruebo,muesca,timidez,preocupada,nervio,decaído,pícara,reacción,actuación,desolada,pícarez,interesada,abatida,impresion,intrigado,interesado,miedosa,motivado,asqueada,impacto,efusivo,empatía,riendo,picara,desilusion,agresiva,regaño,payaso,schock,sorprsa,orgullosa,intimidado,colerica,fascinada,serena,amargado,bufona,triesteza,violenta,retador,intrigada,asquerosa,sorpesa,desconsiderada,desganado,creida,encantada,critico,what,enfadada,decaída,desanimado,agradable,creída,presunción,presuntuosa,asqueroso,malicia,dulce,intersado,positivo,confiable,deslumbrada,ilusa,tonta,sobrecogido,perplejo,shockeado,adolorida,harta,molsto,convicta,payasa,confesa,inquieta,irritante,apesadumbrado,hilaridad,condenado,alicaído,psicotico,adolorido,melancólica,hastiada,apesadumbrada,encanijado,insatisfacción,enfadado,sumisión,sufriendo,esforzado,comfort,confrontacion,descomfort,sorpendida,pasion,egocentrismo,desorientacion,euforica,drama,concentada,depresion,reprobación,desonsolado,irritacion,desmotivada,remedo,inquisitividad,remembranza,expectación,deseperación,aflicción,enfermedad,precavida,poder,poderosa,menosprecio,sentimental,firme,asertividad,introspección,nerviosismo,desconcentracion,euforico,coqueto,paz,ofuscada,receloso,desden,frialdad,estrés,boquiabierto,pasmada,lloron,melancolica,cringe,pesadez,insertidumbre,espantada,contrariada,ridiculo,desgusto,trauma,peleando,conforme,satisfaccion,relajo,amenaza,muecas,gusto,cariñoso,júbilo,conteta,distraido,relajado,precavido,introvertido,formal,revisando,observador,intranquilo,regañada,tranquildad,armonía,bromas,molestía,fascinación,admirado,dudosa,analítico,inmadurez,admiración,infeliz,llorar,libido,ebriedad,risas,gruñón,dudativo,horror,cauteloso,coquetería,advertencia,aprobacion,rudo,grito,cautivado,ejemplar,persuadir,oprtimista,encantado,sabroso,cierto,claridad,traicionado,desilucion,lamentado,jugueton,persuacion,chance,sobresalto,asombrp,tensión,fascinado,anonadada,coqueteria,superman,decisión,celebración,abrumado,efusiva,intrigante,trsite,irreverencia,festejando,divivertida,austada,incrédulo,agradado,impresionado,observando,reivindicar,desánimo,desgrado,cooperación,preoupacion,examinando,efusividad,alegré,sorepresa,nervisa,graaciosa,aprecio,feicidad,desorientada,recordando,dureza,excitación,cariño,sospresa,expresión,simulación,desentendimiento,intuición,gracia,cuestionamiento,extrañada,negatividad,obstinado,negacion,molestoso,enamorada,indeciso,dolido,desamparo,melancolia,sincero,sabihondo,esfuerzo,candorosa,abandono,descuidada,concetración,natural,provocación,espantado,estupefacto,sobresaltada,abrumada,panico,espantoso,aterrador,repelencia,fuerza,frustrado,hediondo,malcriada,irrespetuoso,desvergonzado,irreverente,comico,engreida,gloton,satisfecho,placentero,exquisito,insegura,sorpreda,descubierto,imprevisto,alucinada,indredulidad,enfurruñado,resentido,feliidad,dolida,fetido,feo,genio,confucion,aasco,flelicidad,juguetón,simpatia,indignacion,presumido,fanfarron,contestatario,inquisitivo,burlon,expectante,amaneza,percatada,sabia,profundo,malevola,indignado,sosprendido,hipocrecía,desaprobaación,interrogantes,hiperactivo,valentia,malcriado,terrible,apestoso,insatisfecha,bufon,chocante,fastidiada,malhumorada,aprovación,descortes,grosero,grotesca,comediante,amargada,alivio,ilusion,fervor,veguenza,encanto,amena,photo_id,ethnicity,sex,age,label,url,photoId
,1,,1,,1,,2,,,1,3,,,,,,,2,,3,1,,1,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,1,,2,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q38.1_1,white,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3lu3qPA43hGxJ4y, Q38.1
,3,,,,,,,,,,5,1,,,,,,2,,4,2,,,,,3,,,,,,,,,,,,,1,,,2,,,,,,,,,,1,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,1,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q39.1_1,white,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0pPXIzq4Mrfh7ka, Q39.1
,,,,,,,1,,,1,5,,,,1,,1,2,,2,2,,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q40.1_1,white,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_blolyGQSOOsUfLE, Q40.1
,1,,1,,,,,1,,,3,,,,1,,1,2,,1,1,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,2,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q41.1_1,white,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aVlK7szVW3JAA4K, Q41.1
,21,,3,,,,5,,,,,,,,,,,,,,1,,,2,3,,,,2,,,,,,,,,,,,1,,,,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q42.1_1,bipoc,female,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6KEpMh9qlyvMRAa, Q42.1
,28,,1,2,,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,2,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q43.1_1,bipoc,female,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_etimLaMrS2pVAAS, Q43.1
,23,,,3,,,4,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,1,,,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,2,,,,,2,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q44.1_1,bipoc,male,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dbf2dyj7KGtrN2e, Q44.1
,24,,1,2,,,4,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q45.1_1,bipoc,male,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eVzPpFKIfopOW1w, Q45.1
1,26,,3,2,1,,5,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q46.1_1,white,female,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EKbisrli19qicS, Q46.1
,24,,2,1,,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q47.1_1,white,female,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_55Rjm0S1oR1ox1k, Q47.1
1,5,,4,,,,1,1,,3,,,,1,3,,1,,,1,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q48.1_1,white,male,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8j4LSlE16vL228e, Q48.1
,25,,,,,,6,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,1,,,4,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q49.1_1,white,male,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1BzaOxAnlvpmh8i, Q49.1
6,,12,,,,6,,,3,,,2,,,,1,1,1,,,2,,1,,,,,1,1,,1,,3,,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q50.1_1,bipoc,female,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8FZs4DGyzYKeKQ6, Q50.1
